Sn Oxide,,SnSiO2 0.13%,,SnSiO2 0.5%,,SnSiO2 2%,,SnSiO2 6%,
wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity
723.5800324682,1.17440930323765E-05,723.5800324682,0.0018350145,723.5800324682,0.000002936,723.5800324682,2.6424209322847E-05,723.5800324682,0.000002936
724.0200325032,1.17298231758175E-05,724.0200325032,0.0018327849,724.0200325032,2.93245579395437E-06,724.0200325032,2.63921021455893E-05,724.0200325032,2.93245579395437E-06
724.4500325125,1.17159027476987E-05,724.4500325125,0.0018306098,724.4500325125,0.000002929,724.4500325125,2.6360781182322E-05,724.4500325125,0.000002929
724.890032544,1.17016842243459E-05,724.890032544,0.0018283882,724.890032544,2.92542105608647E-06,724.890032544,4.68067368973835E-05,724.890032544,2.92542105608647E-06
725.3300325474,1.16874915688844E-05,725.3300325474,0.0018261706,725.3300325474,2.9218728922211E-06,725.3300325474,0.00004675,725.3300325474,2.9218728922211E-06
725.7700325682,1.16733247186033E-05,725.7700325682,0.001823957,725.7700325682,2.91833117965082E-06,725.7700325682,4.66932988744132E-05,725.7700325682,2.91833117965082E-06
726.2100326123,1.16591836109816E-05,726.2100326123,0.0018217474,726.2100326123,2.9147959027454E-06,726.2100326123,4.66367344439264E-05,726.2100326123,2.9147959027454E-06
726.6500326451,1.16450681836876E-05,726.6500326451,0.0018195419,726.6500326451,2.9112670459219E-06,726.6500326451,4.65802727347504E-05,726.6500326451,2.9112670459219E-06
727.0900326344,0.000011631,727.0900326344,0.0018173404,727.0900326344,2.90774459364452E-06,727.0900326344,4.65239134983123E-05,727.0900326344,2.90774459364452E-06
727.5300326781,1.16169141216977E-05,727.5300326781,0.0018151428,727.5300326781,2.90422853042442E-06,727.5300326781,4.64676564867908E-05,727.5300326781,2.90422853042442E-06
727.960032705,1.16031941432953E-05,727.960032705,0.0018129991,727.960032705,2.90079853582381E-06,727.960032705,4.6412776573181E-05,727.960032705,2.90079853582381E-06
728.4000327104,1.15891802404177E-05,728.4000327104,0.0018108094,728.4000327104,2.89729506010443E-06,728.4000327104,4.63567209616709E-05,728.4000327104,2.89729506010443E-06
728.8400327162,1.1575191710417E-05,728.8400327162,0.0018086237,728.8400327162,2.89379792760424E-06,728.8400327162,4.63007668416678E-05,728.8400327162,2.89379792760424E-06
729.2800327448,1.15612284920781E-05,729.2800327448,0.001806442,729.2800327448,2.89030712301953E-06,729.2800327448,4.62449139683124E-05,729.2800327448,2.89030712301953E-06
729.7200327776,1.15472905243708E-05,729.7200327776,0.0016628098,729.7200327776,2.88682263109269E-06,729.7200327776,4.61891620974831E-05,729.7200327776,2.88682263109269E-06
730.1600327987,1.15333777464484E-05,730.1600327987,0.0016608064,730.1600327987,2.8833444366121E-06,730.1600327987,4.61335109857937E-05,730.1600327987,2.8833444366121E-06
730.600032794,1.15194900976476E-05,730.600032794,0.0016588066,730.600032794,2.87987252441191E-06,730.600032794,0.000046078,730.600032794,2.87987252441191E-06
731.0300328401,1.15059422981727E-05,731.0300328401,0.0016568557,731.0300328401,2.87648557454317E-06,731.0300328401,4.60237691926907E-05,731.0300328401,2.87648557454317E-06
731.4700328367,1.14921041586512E-05,731.4700328367,0.001654863,731.4700328367,0.000002873,731.4700328367,4.59684166346048E-05,731.4700328367,0.000002873
731.9100328445,1.14782909687179E-05,731.9100328445,0.0016528739,731.9100328445,2.86957274217947E-06,731.9100328445,4.59131638748715E-05,731.9100328445,2.86957274217947E-06
732.3500329022,1.14645026684313E-05,732.3500329022,0.0016508884,732.3500329022,2.86612566710782E-06,732.3500329022,0.000045858,732.3500329022,2.86612566710782E-06
732.790032921,1.14507391980299E-05,732.790032921,0.0016489064,732.790032921,2.86268479950748E-06,732.790032921,0.000045803,732.790032921,2.86268479950748E-06
733.2300329004,0.000011437,733.2300329004,0.0016469281,733.2300329004,2.85925012448291E-06,733.2300329004,0.000045748,733.2300329004,2.85925012448291E-06
733.6600329598,1.14235979163155E-05,733.6600329598,0.0016449981,733.6600329598,2.85589947907887E-06,733.6600329598,4.5694391665262E-05,733.6600329598,2.85589947907887E-06
734.1000329546,1.14099080191814E-05,734.1000329546,0.0016430268,734.1000329546,2.85247700479535E-06,734.1000329546,4.56396320767257E-05,734.1000329546,2.85247700479535E-06
734.5400329885,1.13962427160128E-05,734.5400329885,0.001641059,734.5400329885,2.8490606790032E-06,734.5400329885,0.000045585,734.5400329885,2.8490606790032E-06
734.9800329834,1.1382601947934E-05,734.9800329834,0.0016390947,734.9800329834,2.84565048698349E-06,734.9800329834,4.55304077917359E-05,734.9800329834,2.84565048698349E-06
735.4200330377,0.000011369,735.4200330377,0.0016371339,735.4200330377,2.84224641406135E-06,735.4200330377,4.54759426249816E-05,735.4200330377,2.84224641406135E-06
735.8500330205,1.13557024179041E-05,735.8500330205,0.0016352211,735.8500330205,2.83892560447602E-06,735.8500330205,4.54228096716163E-05,735.8500330205,2.83892560447602E-06
736.2900330805,1.13421343506197E-05,736.2900330805,0.0016332673,736.2900330805,2.83553358765494E-06,736.2900330805,4.5368537402479E-05,736.2900330805,2.83553358765494E-06
736.7300330941,1.13285905859973E-05,736.7300330941,0.001631317,736.7300330941,2.83214764649932E-06,736.7300330941,4.53143623439892E-05,736.7300330941,2.83214764649932E-06
737.1700330815,1.13150710660312E-05,737.1700330815,0.0016293702,737.1700330815,2.82876776650781E-06,737.1700330815,4.5260284264125E-05,737.1700330815,2.82876776650781E-06
737.6100331091,1.1301575732889E-05,737.6100331091,0.0016274269,737.6100331091,2.82539393322226E-06,737.6100331091,4.52063029315561E-05,737.6100331091,2.82539393322226E-06
738.0500331581,1.12881045289105E-05,738.0500331581,0.0016254871,738.0500331581,0.000002822,738.0500331581,4.51524181156418E-05,738.0500331581,0.000002822
738.4800331545,0.000011275,738.4800331545,0.0016235946,738.4800331545,2.81874068658631E-06,738.4800331545,4.50998509853809E-05,738.4800331545,2.81874068658631E-06
738.9200331686,1.1261539083254E-05,738.9200331686,0.0016216616,738.9200331686,2.8153847708135E-06,738.9200331686,4.5046156333016E-05,738.9200331686,2.8153847708135E-06
739.3600331817,1.12481393786705E-05,739.3600331817,0.0016197321,739.3600331817,0.000002812,739.3600331817,4.49925575146822E-05,739.3600331817,0.000002812
739.8000332275,1.1234763575614E-05,739.8000332275,0.001617806,739.8000332275,2.80869089390351E-06,739.8000332275,4.49390543024561E-05,739.8000332275,2.80869089390351E-06
740.2300332558,1.1221714806482E-05,740.2300332558,0.0016159269,740.2300332558,2.80542870162051E-06,740.2300332558,4.48868592259281E-05,740.2300332558,2.80542870162051E-06
740.6700332682,1.12083860962032E-05,740.6700332682,0.0016140076,740.6700332682,2.80209652405081E-06,740.6700332682,4.48335443848129E-05,740.6700332682,2.80209652405081E-06
741.1100332732,1.11950811188038E-05,741.1100332732,0.0016120917,741.1100332732,2.79877027970096E-06,741.1100332732,4.47803244752154E-05,741.1100332732,2.79877027970096E-06
741.5500333137,1.11817998179728E-05,741.5500333137,0.0016101792,741.5500333137,2.7954499544932E-06,741.5500333137,4.47271992718912E-05,741.5500333137,2.7954499544932E-06
741.9900333018,1.1168542137566E-05,741.9900333018,0.0016082701,741.9900333018,2.79213553439149E-06,741.9900333018,4.46741685502639E-05,741.9900333018,2.79213553439149E-06
742.420033334,1.11556085356851E-05,742.420033334,0.0016064076,742.420033334,2.78890213392128E-06,742.420033334,4.46224341427404E-05,742.420033334,2.78890213392128E-06
742.8600333448,1.11423973946903E-05,742.8600333448,0.0016045052,742.8600333448,2.78559934867258E-06,742.8600333448,4.45695895787613E-05,742.8600333448,2.78559934867258E-06
743.3000333844,1.11292097079457E-05,743.3000333844,0.0016026062,743.3000333844,2.78230242698643E-06,743.3000333844,4.45168388317829E-05,743.3000333844,2.78230242698643E-06
743.7400333733,0.000011116,743.7400333733,0.0017368821,743.7400333733,0.000002779,743.7400333733,4.44641816798604E-05,743.7400333733,0.000002779
744.1700334316,1.11032028744232E-05,744.1700334316,0.0015988612,744.1700334316,2.7758007186058E-06,744.1700334316,4.44128114976928E-05,744.1700334316,2.7758007186058E-06
744.6100334231,1.10900846894997E-05,744.6100334231,0.0017328257,744.6100334231,2.77252117237493E-06,744.6100334231,4.43603387579989E-05,744.6100334231,2.77252117237493E-06
745.0500334716,0.000011077,745.0500334716,0.0017307796,745.0500334716,2.76924743477788E-06,745.0500334716,0.000044308,745.0500334716,2.76924743477788E-06
745.490033461,1.10639179684212E-05,745.490033461,0.0017287372,745.490033461,0.000002766,745.490033461,4.42556718736846E-05,745.490033461,0.000002766
745.9200335097,1.10511656264692E-05,745.9200335097,0.0017267446,745.9200335097,2.76279140661729E-06,745.9200335097,4.42046625058767E-05,745.9200335097,2.76279140661729E-06
746.3600335054,1.10381395275831E-05,746.3600335054,0.0017247093,746.3600335054,2.75953488189579E-06,746.3600335054,4.41525581103326E-05,746.3600335054,2.75953488189579E-06
746.8000335312,1.10251364460843E-05,746.8000335312,0.0017226776,746.8000335312,2.75628411152107E-06,746.8000335312,4.41005457843371E-05,746.8000335312,2.75628411152107E-06
747.2400335692,1.10121563277748E-05,747.2400335692,0.0015857505,747.2400335692,0.000002753,747.2400335692,4.40486253110994E-05,747.2400335692,0.000002753
747.6700335717,1.0999493346623E-05,747.6700335717,0.001583927,747.6700335717,2.74987333665574E-06,747.6700335717,0.000043998,747.6700335717,2.74987333665574E-06
748.1100335977,1.09865584738958E-05,748.1100335977,0.0015820644,748.1100335977,2.74663961847394E-06,748.1100335977,4.39462338955831E-05,748.1100335977,2.74663961847394E-06
748.550033616,1.09736464039385E-05,748.550033616,0.0015802051,748.550033616,2.74341160098462E-06,748.550033616,4.3894585615754E-05,748.550033616,2.74341160098462E-06
748.9900336171,1.09607570831842E-05,748.9900336171,0.001578349,748.9900336171,2.74018927079605E-06,748.9900336171,0.000043843,748.9900336171,2.74018927079605E-06
749.4200336701,1.09481826298627E-05,749.4200336701,0.0015765383,749.4200336701,0.000002737,749.4200336701,4.37927305194506E-05,749.4200336701,0.000002737
749.8600336631,1.0935338133429E-05,749.8600336631,0.0015746887,749.8600336631,2.73383453335724E-06,749.8600336631,4.37413525337159E-05,749.8600336631,2.73383453335724E-06
750.3000336895,1.09225162276436E-05,750.3000336895,0.0015728423,750.3000336895,2.73062905691089E-06,750.3000336895,4.36900649105742E-05,750.3000336895,2.73062905691089E-06
750.7400337033,1.09097168595615E-05,750.7400337033,0.0015709992,750.7400337033,2.72742921489037E-06,750.7400337033,4.3638867438246E-05,750.7400337033,2.72742921489037E-06
751.1700337195,1.08972301107834E-05,751.1700337195,0.0015692011,751.1700337195,2.72430752769586E-06,751.1700337195,4.35889204431337E-05,751.1700337195,2.72430752769586E-06
751.6100337508,1.08844751506516E-05,751.6100337508,0.0015673644,751.6100337508,2.72111878766291E-06,751.6100337508,4.35379006026065E-05,751.6100337508,2.72111878766291E-06
752.0500337546,1.08717425715073E-05,752.0500337546,0.0015655309,752.0500337546,2.71793564287683E-06,752.0500337546,0.000043487,752.0500337546,2.71793564287683E-06
752.4800337805,1.08593209427623E-05,752.4800337805,0.0015637422,752.4800337805,2.71483023569058E-06,752.4800337805,4.34372837710492E-05,752.4800337805,2.71483023569058E-06
752.9200338067,1.08466324630457E-05,752.9200338067,0.0015619151,752.9200338067,2.71165811576143E-06,752.9200338067,2.44049230418529E-05,752.9200338067,2.71165811576143E-06
753.3600338093,0.000010834,753.3600338093,0.0015600911,753.3600338093,2.70849155224015E-06,753.3600338093,2.43764239701613E-05,753.3600338093,2.70849155224015E-06
753.7900338261,1.0821609248222E-05,753.7900338261,0.0015583117,753.7900338261,2.70540231205549E-06,753.7900338261,2.43486208084994E-05,753.7900338261,2.70540231205549E-06
754.2300338473,0.000010809,754.2300338473,0.0015564941,754.2300338473,2.70224669692917E-06,754.2300338473,4.32359471508668E-05,754.2300338473,2.70224669692917E-06
754.6700338675,1.07963863988324E-05,754.6700338675,0.0015546796,754.6700338675,2.69909659970811E-06,754.6700338675,4.31855455953298E-05,754.6700338675,2.69909659970811E-06
755.1100339069,1.07838080301399E-05,755.1100339069,0.0015528684,755.1100339069,0.000002696,755.1100339069,4.31352321205598E-05,755.1100339069,0.000002696
755.540033937,1.07715367594835E-05,755.540033937,0.0015511013,755.540033937,2.69288418987088E-06,755.540033937,4.30861470379341E-05,755.540033937,2.69288418987088E-06
755.9800339577,0.000010759,755.9800339577,0.0015492963,755.9800339577,2.68975044498012E-06,755.9800339577,0.000043036,755.9800339577,2.68975044498012E-06
756.4200339531,1.07464886683146E-05,756.4200339531,0.0015474944,756.4200339531,2.68662216707866E-06,756.4200339531,0.000042986,756.4200339531,2.68662216707866E-06
756.8500339837,1.07342810249697E-05,756.8500339837,0.0015457365,756.8500339837,2.68357025624242E-06,756.8500339837,4.29371240998787E-05,756.8500339837,2.68357025624242E-06
757.2900339965,1.07218110027855E-05,757.2900339965,0.0015439408,757.2900339965,2.68045275069637E-06,757.2900339965,4.28872440111419E-05,757.2900339965,2.68045275069637E-06
757.7300340042,1.07093626976373E-05,757.7300340042,0.0015421482,757.7300340042,2.67734067440932E-06,757.7300340042,4.28374507905491E-05,757.7300340042,2.67734067440932E-06
758.1600340591,1.06972182424808E-05,758.1600340591,0.0015403994,758.1600340591,2.67430456062019E-06,758.1600340591,4.27888729699231E-05,758.1600340591,2.67430456062019E-06
758.6000340644,1.06848127296297E-05,758.6000340644,0.001538613,758.6000340644,2.67120318240742E-06,758.6000340644,4.27392509185187E-05,758.6000340644,2.67120318240742E-06
759.0400341034,1.06724287841931E-05,759.0400341034,0.0015368297,759.0400341034,2.66810719604827E-06,759.0400341034,0.000024013,759.0400341034,2.66810719604827E-06
759.4700341207,1.06603470818838E-05,759.4700341207,0.00153509,759.4700341207,2.66508677047094E-06,759.4700341207,4.26413883275351E-05,759.4700341207,2.66508677047094E-06
759.9100341273,0.000010648,759.9100341273,0.0016637509,759.9100341273,0.000002662,759.9100341273,0.000042592,759.9100341273,0.000002662
760.3500341316,1.06356856055484E-05,760.3500341316,0.0015315387,760.3500341316,2.6589214013871E-06,760.3500341316,4.25427424221937E-05,760.3500341316,2.6589214013871E-06
760.7800341488,1.06236662244877E-05,760.7800341488,0.0015298079,760.7800341488,2.65591655612193E-06,760.7800341488,4.2494664897951E-05,760.7800341488,2.65591655612193E-06
761.2200341734,1.06113884015514E-05,761.2200341734,0.0015280399,761.2200341734,2.65284710038784E-06,761.2200341734,4.24455536062055E-05,761.2200341734,2.65284710038784E-06
761.6600341777,1.05991318506322E-05,761.6600341777,0.001526275,761.6600341777,2.64978296265805E-06,761.6600341777,4.23965274025288E-05,761.6600341777,2.64978296265805E-06
762.0900342393,1.05871743629258E-05,762.0900342393,0.0015245531,762.0900342393,2.64679359073144E-06,762.0900342393,4.23486974517031E-05,762.0900342393,2.64679359073144E-06
762.5300342592,0.000010575,762.5300342592,0.0015227942,762.5300342592,2.64373993204123E-06,762.5300342592,4.22998389126596E-05,762.5300342592,2.64373993204123E-06
762.9700342589,1.05627662196191E-05,762.9700342589,0.0015210383,762.9700342589,2.64069155490478E-06,762.9700342589,4.22510648784765E-05,762.9700342589,2.64069155490478E-06
763.4000342745,1.05508702010386E-05,763.4000342745,0.0015193253,763.4000342745,2.63771755025966E-06,763.4000342745,4.22034808041545E-05,763.4000342745,2.63771755025966E-06
763.8400342739,1.05387183215963E-05,763.8400342739,0.0015175754,763.8400342739,2.63467958039908E-06,763.8400342739,4.21548732863852E-05,763.8400342739,2.63467958039908E-06
764.270034338,1.05268628933808E-05,764.270034338,0.0015158683,764.270034338,2.6317157233452E-06,764.270034338,4.21074515735232E-05,764.270034338,2.6317157233452E-06
764.7100343435,1.05147524537596E-05,764.7100343435,0.0015141244,764.7100343435,2.6286881134399E-06,764.7100343435,0.000042059,764.7100343435,2.6286881134399E-06
765.15003436,1.0502662900479E-05,765.15003436,0.0015123835,765.15003436,2.62566572511975E-06,765.15003436,4.2010651601916E-05,765.15003436,2.62566572511975E-06
765.5800343939,1.04908682434467E-05,765.5800343939,0.001510685,765.5800343939,2.62271706086167E-06,765.5800343939,4.19634729737868E-05,765.5800343939,2.62271706086167E-06
766.0200344125,1.04788198470007E-05,766.0200344125,0.0015089501,766.0200344125,2.61970496175018E-06,766.0200344125,4.19152793880029E-05,766.0200344125,2.61970496175018E-06
766.4600343955,1.04667921943874E-05,766.4600343955,0.0015072181,766.4600343955,2.61669804859684E-06,766.4600343955,4.18671687775494E-05,766.4600343955,2.61669804859684E-06
766.8900344474,1.04550578938944E-05,766.8900344474,0.0015055283,766.8900344474,2.61376447347359E-06,766.8900344474,4.18202315755774E-05,766.8900344474,2.61376447347359E-06
767.3300344636,1.04430711175406E-05,767.3300344636,0.0015038022,767.3300344636,2.61076777938515E-06,767.3300344636,4.17722844701623E-05,767.3300344636,2.61076777938515E-06
767.7600344671,1.04313766737673E-05,767.7600344671,0.0015021182,767.7600344671,2.60784416844182E-06,767.7600344671,4.17255066950692E-05,767.7600344671,2.60784416844182E-06
768.2000344907,1.04194305886575E-05,768.2000344907,0.001500398,768.2000344907,2.60485764716438E-06,768.2000344907,4.16777223546301E-05,768.2000344907,2.60485764716438E-06
768.6400344945,1.04075050129131E-05,768.6400344945,0.0014986807,768.6400344945,2.60187625322827E-06,768.6400344945,0.00004163,768.6400344945,2.60187625322827E-06
769.0700345251,1.03958702434693E-05,769.0700345251,0.0014970053,769.0700345251,0.000002599,769.0700345251,4.1583480973877E-05,769.0700345251,0.000002599
769.5100345307,0.000010384,769.5100345307,0.0014952939,769.5100345307,0.000002596,769.5100345307,4.15359403294095E-05,769.5100345307,0.000002596
769.9400345504,1.03723897197637E-05,769.9400345504,0.0014936241,769.9400345504,2.59309742994093E-06,769.9400345504,4.14895588790549E-05,769.9400345504,2.59309742994093E-06
770.3800345702,1.03605447908654E-05,770.3800345702,0.0014919184,770.3800345702,2.59013619771636E-06,770.3800345702,4.14421791634618E-05,770.3800345702,2.59013619771636E-06
770.8200345871,1.03487201401686E-05,770.8200345871,0.0014902157,770.8200345871,2.58718003504215E-06,770.8200345871,4.13948805606745E-05,770.8200345871,2.58718003504215E-06
771.2500346424,1.03371837793111E-05,771.2500346424,0.0014885545,771.2500346424,2.58429594482778E-06,771.2500346424,4.13487351172445E-05,771.2500346424,2.58429594482778E-06
771.6900346299,1.03253990881082E-05,771.6900346299,0.0014868575,771.6900346299,2.58134977202705E-06,771.6900346299,4.13015963524328E-05,771.6900346299,2.58134977202705E-06
772.1200346626,1.03139016905705E-05,772.1200346626,0.0014852018,772.1200346626,2.57847542264263E-06,772.1200346626,4.12556067622821E-05,772.1200346626,2.57847542264263E-06
772.5600346716,1.03021567790153E-05,772.5600346716,0.0014835106,772.5600346716,2.57553919475381E-06,772.5600346716,4.1208627116061E-05,772.5600346716,2.57553919475381E-06
773.0000346952,1.02904319177453E-05,773.0000346952,0.0014818222,773.0000346952,2.57260797943631E-06,773.0000346952,4.1161727670981E-05,773.0000346952,2.57260797943631E-06
773.4300347205,0.000010279,773.4300347205,0.001480175,773.4300347205,2.56974821469751E-06,773.4300347205,0.000041116,773.4300347205,2.56974821469751E-06
773.8700347309,1.02673075082692E-05,773.8700347309,0.0014784923,773.8700347309,2.5668268770673E-06,773.8700347309,4.10692300330767E-05,773.8700347309,2.5668268770673E-06
774.3000347668,1.02559069753211E-05,774.3000347668,0.0014768506,774.3000347668,0.000002564,774.3000347668,4.10236279012842E-05,774.3000347668,0.000002564
774.7400348048,1.02442609582227E-05,774.7400348048,0.0014751736,774.7400348048,2.56106523955568E-06,774.7400348048,0.000040977,774.7400348048,2.56106523955568E-06
775.170034782,1.02328987784716E-05,775.170034782,0.0013533009,775.170034782,2.5582246946179E-06,775.170034782,4.09315951138864E-05,775.170034782,2.5582246946179E-06
775.6100348065,1.02212919184629E-05,775.6100348065,0.0013517659,775.6100348065,2.55532297961572E-06,775.6100348065,4.08851676738515E-05,775.6100348065,2.55532297961572E-06
776.0400348641,0.00001021,776.0400348641,0.0013502683,776.0400348641,2.55249198001663E-06,776.0400348641,4.08398716802661E-05,776.0400348641,2.55249198001663E-06
776.4800348491,1.01984000418016E-05,776.4800348491,0.0013487384,776.4800348491,2.54960001045039E-06,776.4800348491,4.07936001672062E-05,776.4800348491,2.54960001045039E-06
776.920034903,1.01868518119882E-05,776.920034903,0.0013472112,776.920034903,2.54671295299705E-06,776.920034903,4.07474072479528E-05,776.920034903,2.54671295299705E-06
777.3500348811,1.01755849829924E-05,777.3500348811,0.0013457211,777.3500348811,2.54389624574809E-06,777.3500348811,4.07023399319694E-05,777.3500348811,2.54389624574809E-06
777.7900349137,1.01640754727436E-05,777.7900349137,0.001344199,777.7900349137,0.000002541,777.7900349137,4.06563018909745E-05,777.7900349137,0.000002541
778.2200349289,1.01528463987177E-05,778.2200349289,0.0013427139,778.2200349289,2.53821159967942E-06,778.2200349289,4.06113855948707E-05,778.2200349289,2.53821159967942E-06
778.6600349514,1.01413754351319E-05,778.6600349514,0.0013411969,778.6600349514,2.53534385878298E-06,778.6600349514,4.05655017405277E-05,778.6600349514,2.53534385878298E-06
779.0900349997,1.01301839475757E-05,779.0900349997,0.0013397168,779.0900349997,2.53254598689392E-06,779.0900349997,4.05207357903028E-05,779.0900349997,2.53254598689392E-06
779.5300349889,1.01187513587154E-05,779.5300349889,0.0013382049,779.5300349889,2.52968783967885E-06,779.5300349889,0.000040475,779.5300349889,2.52968783967885E-06
779.9600350318,1.01075972900676E-05,779.9600350318,0.0013367297,779.9600350318,2.52689932251691E-06,779.9600350318,4.04303891602705E-05,779.9600350318,2.52689932251691E-06
780.4000350285,1.00962029049527E-05,780.4000350285,0.0013352228,780.4000350285,2.52405072623818E-06,780.4000350285,4.0384811619811E-05,780.4000350285,2.52405072623818E-06
780.8300350415,1.0085086088585E-05,780.8300350415,0.0013337526,780.8300350415,2.52127152214624E-06,780.8300350415,4.03403443543399E-05,780.8300350415,2.52127152214624E-06
781.2700351013,1.00737297371867E-05,781.2700351013,0.0013322508,781.2700351013,2.51843243429668E-06,781.2700351013,4.02949189487468E-05,781.2700351013,2.51843243429668E-06
781.7000350743,1.00626500073969E-05,781.7000350743,0.0013307855,781.7000350743,2.51566250184922E-06,781.7000350743,4.02506000295875E-05,781.7000350743,2.51566250184922E-06
782.1400351199,1.00513315206313E-05,782.1400351199,0.0013292886,782.1400351199,2.51283288015783E-06,782.1400351199,4.02053260825253E-05,782.1400351199,2.51283288015783E-06
782.5800351361,0.00001004,782.5800351361,0.0013277942,782.5800351361,0.00000251,782.5800351361,4.01601284788506E-05,782.5800351361,0.00000251
783.0100351733,0.000010029,783.0100351733,0.0013263363,783.0100351733,2.50725198058986E-06,783.0100351733,0.000040116,783.0100351733,2.50725198058986E-06
783.4500351908,1.00177461332445E-05,783.4500351908,0.0013248469,783.4500351908,2.50443653331111E-06,783.4500351908,0.000040071,783.4500351908,2.50443653331111E-06
783.8800351821,1.00067586112905E-05,783.8800351821,0.0013233938,783.8800351821,2.50168965282263E-06,783.8800351821,0.000040027,783.8800351821,2.50168965282263E-06
784.3200352091,9.99553426723527E-06,784.3200352091,0.0013219094,784.3200352091,2.49888356680882E-06,784.3200352091,3.99821370689411E-05,784.3200352091,2.49888356680882E-06
784.7500352438,9.98458325817807E-06,784.7500352438,0.0013204611,784.7500352438,2.49614581454452E-06,784.7500352438,3.99383330327123E-05,784.7500352438,2.49614581454452E-06
785.1900352534,9.97339619336171E-06,785.1900352534,0.0013189816,785.1900352534,2.49334904834043E-06,785.1900352534,3.98935847734468E-05,785.1900352534,2.49334904834043E-06
785.6200352864,9.96248153559779E-06,785.6200352864,0.0014345973,785.6200352864,2.49062038389945E-06,785.6200352864,3.98499261423912E-05,785.6200352864,2.49062038389945E-06
786.0600353158,9.95133158511628E-06,786.0600353158,0.0014329917,786.0600353158,2.48783289627907E-06,786.0600353158,3.98053263404651E-05,786.0600353158,2.48783289627907E-06
786.4900353157,9.94045311793525E-06,786.4900353157,0.0014314252,786.4900353157,2.48511327948381E-06,786.4900353157,3.9761812471741E-05,786.4900353157,2.48511327948381E-06
786.9300353168,9.92934011779539E-06,786.9300353168,0.001429825,786.9300353168,2.48233502944885E-06,786.9300353168,3.97173604711816E-05,786.9300353168,2.48233502944885E-06
787.3600353661,9.91849768137399E-06,787.3600353661,0.0014282637,787.3600353661,2.4796244203435E-06,787.3600353661,0.000039674,787.3600353661,2.4796244203435E-06
787.790035375,9.90767299451204E-06,787.790035375,0.0014267049,787.790035375,2.47691824862801E-06,787.790035375,3.96306919780482E-05,787.790035375,2.47691824862801E-06
788.2300354003,9.89661490388362E-06,788.2300354003,0.0014251125,788.2300354003,2.47415372597091E-06,788.2300354003,3.95864596155345E-05,788.2300354003,2.47415372597091E-06
788.6600354019,9.88582601060547E-06,788.6600354019,0.0014235589,788.6600354019,2.47145650265137E-06,788.6600354019,3.95433040424219E-05,788.6600354019,2.47145650265137E-06
789.1000354092,9.874804465208E-06,789.1000354092,0.0013059429,789.1000354092,2.468701116302E-06,789.1000354092,3.9499217860832E-05,789.1000354092,2.468701116302E-06
789.530035471,0.000002466,789.530035471,0.0013045208,789.530035471,0.000002466,789.530035471,3.94562048315107E-05,789.530035471,0.000002466
789.970035462,2.46326651171337E-06,789.970035462,0.001303068,789.970035462,2.46326651171337E-06,789.970035462,3.9412264187414E-05,789.970035462,2.46326651171337E-06
790.4000354646,2.46058706717548E-06,790.4000354646,0.0013016506,790.4000354646,2.46058706717548E-06,790.4000354646,3.93693930748076E-05,790.4000354646,2.46058706717548E-06
790.8400355053,2.45784983301935E-06,790.8400355053,0.0013002026,790.8400355053,2.45784983301935E-06,790.8400355053,3.93255973283096E-05,790.8400355053,2.45784983301935E-06
791.2700355443,9.82071687719655E-06,791.2700355443,0.0014141832,791.2700355443,2.45517921929914E-06,791.2700355443,3.92828675087862E-05,791.2700355443,2.45517921929914E-06
791.7100355638,9.80980400587635E-06,791.7100355638,0.0014126118,791.7100355638,2.45245100146909E-06,791.7100355638,3.92392160235054E-05,791.7100355638,2.45245100146909E-06
792.1400355467,9.79915671921372E-06,792.1400355467,0.0014110786,792.1400355467,2.44978917980343E-06,792.1400355467,3.91966268768549E-05,792.1400355467,2.44978917980343E-06
792.580035589,9.78827975497494E-06,792.580035589,0.0014095123,792.580035589,2.44706993874373E-06,792.580035589,3.91531190198998E-05,792.580035589,2.44706993874373E-06
793.0100355887,9.77766748232782E-06,793.0100355887,0.0014079841,793.0100355887,2.44441687058195E-06,793.0100355887,3.91106699293113E-05,793.0100355887,2.44441687058195E-06
793.4400356314,9.76707245877554E-06,793.4400356314,0.0014064584,793.4400356314,2.44176811469389E-06,793.4400356314,3.90682898351022E-05,793.4400356314,2.44176811469389E-06
793.8800356633,9.7562488558242E-06,793.8800356633,0.0014048998,793.8800356633,2.43906221395605E-06,793.8800356633,0.000039025,793.8800356633,2.43906221395605E-06
794.3100356476,9.74568861744115E-06,794.3100356476,0.0014033792,794.3100356476,2.43642215436029E-06,794.3100356476,3.89827544697646E-05,794.3100356476,2.43642215436029E-06
794.7500356895,9.73490053068797E-06,794.7500356895,0.0014018257,794.7500356895,2.43372513267199E-06,794.7500356895,3.89396021227519E-05,794.7500356895,2.43372513267199E-06
795.1800357227,9.7243749253669E-06,795.1800357227,0.00140031,795.1800357227,2.43109373134172E-06,795.1800357227,3.88974997014676E-05,795.1800357227,2.43109373134172E-06
795.620035715,9.71362219959285E-06,795.620035715,0.0013987616,795.620035715,2.42840554989821E-06,795.620035715,3.88544887983714E-05,795.620035715,2.42840554989821E-06
796.0500357655,9.70313107605698E-06,796.0500357655,0.0013972509,796.0500357655,2.42578276901425E-06,796.0500357655,3.88125243042279E-05,796.0500357655,2.42578276901425E-06
